Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.S_MDV201_HN_2_288_C63719-1C3,    14.9519,     3.74,     2.49,    3.32742,    1.31425, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_288_C63719-1C4,    14.9519,     3.74,     2.49,    3.32742,    1.31425, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_696_B46388-1B0,    20.9563,     5.24,     3.49,    4.64048,    1.77189, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_696_B46388-1B1,    20.9563,     5.24,     3.49,    4.64048,    1.77189, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_696_B46388-1B2,    20.9563,     5.24,     3.49,    4.64048,    1.77189, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_696_B46388-1B3,    20.9563,     5.24,     3.49,    4.64048,    1.77189, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_423_A785-1A0,    18.7582,     4.69,     3.13,    4.19564,    1.74333, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_805_B39624-1B0,    27.4544,     6.86,     4.58,    6.05593,    2.31201, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_805_B39624-1B1,    27.4544,     6.86,     4.58,    6.05593,    2.31201, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_805_B39624-1B2,    27.4544,     6.86,     4.58,    6.05593,    2.31201, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_805_B39624-1B3,    27.4544,     6.86,     4.58,    6.05593,    2.31201, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_640_AC28251-1A0,    21.1924,     5.30,     3.53,    4.69735,    1.95164, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_640_AC28251-1A1,    21.1924,     5.30,     3.53,    4.69735,    1.95164, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_110_ABC94729-1C0,    5.47177,     1.37,     0.91,    1.23053,   0.486148, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_127_C63708-1C0,    35.7183,     8.93,     5.95,    8.02438,    3.16778, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_531_C857-1C0,    16.9919,     4.25,     2.83,    3.78037,    1.49308, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_531_C857-1C1,    16.9919,     4.25,     2.83,    3.78037,    1.49308, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_531_C857-1C2,    16.9919,     4.25,     2.83,    3.78037,    1.49308, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_531_C857-1C3,    16.9919,     4.25,     2.83,    3.78037,    1.49308, 1, 1, 1, 0.24 
Line.S_MDV201_C_1_068_ABC69490-1B0,    15.1816,     3.80,     2.53,     3.3648,    1.28497, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_400_B63637-1B0,    30.0309,     7.51,     5.01,    6.64059,    2.53507, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_400_B63637-1B1,    30.0309,     7.51,     5.01,    6.64059,    2.53507, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_400_B63637-1B2,    30.0309,     7.51,     5.01,    6.64059,    2.53507, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_897_B94726-1B0,    27.5924,     6.90,     4.60,    5.96494,    2.27722, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_897_B94726-1B1,    27.5924,     6.90,     4.60,    5.96494,    2.27722, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_897_B94726-1B2,    27.5924,     6.90,     4.60,    5.96494,    2.27722, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_897_B94726-1B3,    27.5924,     6.90,     4.60,    5.96494,    2.27722, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_533_A8117-1A0,    18.1838,     4.55,     3.03,    3.99446,    1.65975, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_533_A8117-1A1,    18.1838,     4.55,     3.03,    3.99446,    1.65975, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_062_C28277-1C0,    22.3511,     5.59,     3.73,    4.99698,    1.97332, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_603_A8152-1A0,    24.2289,     6.06,     4.04,    5.33658,    2.21701, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_603_A8152-1A1,    24.2289,     6.06,     4.04,    5.33658,    2.21701, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_603_A8152-1A2,    24.2289,     6.06,     4.04,    5.33658,    2.21701, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_689_B46389-1B0,    18.8074,     4.70,     3.13,    4.17119,    1.59278, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_689_B46389-1B1,    18.8074,     4.70,     3.13,    4.17119,    1.59278, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_689_B46389-1B2,    18.8074,     4.70,     3.13,    4.17119,    1.59278, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_689_B46389-1B3,    18.8074,     4.70,     3.13,    4.17119,    1.59278, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_136_ABC1010734-1B0,    25.8469,     6.46,     4.31,    5.71583,    2.18225, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_136_ABC1010734-1B1,    25.8469,     6.46,     4.31,    5.71583,    2.18225, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_136_ABC1010734-1B2,    25.8469,     6.46,     4.31,    5.71583,    2.18225, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_929_A39734-1A0,    39.1771,     9.79,     6.53,    8.45393,    3.51037, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_929_A39734-1A1,    39.1771,     9.79,     6.53,    8.45393,    3.51037, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_929_A39734-1A2,    39.1771,     9.79,     6.53,    8.45393,    3.51037, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_929_A39734-1A3,    39.1771,     9.79,     6.53,    8.45393,    3.51037, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_608_A8133-1A0,     15.269,     3.82,     2.54,    3.37992,    1.40453, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_204_C46404-1C0,    18.3446,     4.59,     3.06,    4.04146,    1.59613, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_204_C46404-1C1,    18.3446,     4.59,     3.06,    4.04146,    1.59613, 1, 1, 1, 0.24 
Line.S_MDV201_C_1_401_A21651-1A0,    17.2788,     4.32,     2.88,    3.81192,    1.58395, 1, 1, 1, 0.24 
Line.S_MDV201_C_1_401_A21651-1A1,    17.2788,     4.32,     2.88,    3.81192,    1.58395, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_880_B8096-1B0,    23.3217,     5.83,     3.89,    5.16606,    1.97247, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_880_B8096-1B1,    23.3217,     5.83,     3.89,    5.16606,    1.97247, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_880_B8096-1B2,    23.3217,     5.83,     3.89,    5.16606,    1.97247, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_880_B8096-1B3,    23.3217,     5.83,     3.89,    5.16606,    1.97247, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_880_B8096-1B4,    23.3217,     5.83,     3.89,    5.16606,    1.97247, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_772_C14846-1C0,    22.2573,     5.56,     3.71,    5.03278,    1.98748, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_628_C52531-1C0,    42.2227,    10.56,     7.04,    9.31442,    3.67635, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_628_C52531-1C1,    42.2227,    10.56,     7.04,    9.31442,    3.67635, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_628_C52531-1C2,    42.2227,    10.56,     7.04,    9.31442,    3.67635, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_492_C8123-1C0,    54.9417,    13.74,     9.16,    12.1557,    4.79621, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_492_C8123-1C1,    54.9417,    13.74,     9.16,    12.1557,    4.79621, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_610_A8130-1A0,    17.1964,     4.30,     2.87,    3.80141,    1.57959, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_610_A8130-1A1,    17.1964,     4.30,     2.87,    3.80141,    1.57959, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_359_ABC93587-1C0,    22.1292,     5.53,     3.69,    4.92494,    1.94488, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_734_C74440-1C0,    29.9639,     7.49,     4.99,    6.51483,    2.57215, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_734_C74440-1C1,    29.9639,     7.49,     4.99,    6.51483,    2.57215, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_734_C74440-1C2,    29.9639,     7.49,     4.99,    6.51483,    2.57215, 1, 1, 1, 0.24 
Line.S_MDV201_HN_1_210_A28279-1A0,    12.9574,     3.24,     2.16,    2.82947,    1.17586, 1, 1, 1, 0.24 
Line.S_MDV201_HN_1_210_A28279-1A1,    12.9574,     3.24,     2.16,    2.82947,    1.17586, 1, 1, 1, 0.24 
Line.S_MDV201_HN_1_210_A28279-1A2,    12.9574,     3.24,     2.16,    2.82947,    1.17586, 1, 1, 1, 0.24 
Line.S_MDV201_C_1_387_A8097-1A0,    20.9042,     5.23,     3.48,     4.5894,    1.90679, 1, 1, 1, 0.24 
Line.S_MDV201_C_1_387_A8097-1A1,    20.9042,     5.23,     3.48,     4.5894,    1.90679, 1, 1, 1, 0.24 
Line.S_MDV201_C_1_353_B1008228-1B0,    36.2042,     9.05,     6.03,    7.98214,    3.04677, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_874_C63669-1C0,    24.1142,     6.03,     4.02,    5.35758,    2.11562, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_874_C63669-1C1,    24.1142,     6.03,     4.02,    5.35758,    2.11562, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_874_C63669-1C2,    24.1142,     6.03,     4.02,    5.35758,    2.11562, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_729_B28246-1B0,    21.7401,     5.44,     3.62,    4.86544,    1.85778, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_622_C28223-1C0,    33.7793,     8.44,     5.63,    7.48216,    2.95383, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_622_C28223-1C1,    33.7793,     8.44,     5.63,    7.48216,    2.95383, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_622_C28223-1C2,    33.7793,     8.44,     5.63,    7.48216,    2.95383, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_622_C28223-1C3,    33.7793,     8.44,     5.63,    7.48216,    2.95383, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_622_C28223-1C4,    33.7793,     8.44,     5.63,    7.48216,    2.95383, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_521_C8087-1C0,    20.5884,     5.15,     3.43,    4.60907,    1.82022, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_521_C8087-1C1,    20.5884,     5.15,     3.43,    4.60907,    1.82022, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_521_C8087-1C2,    20.5884,     5.15,     3.43,    4.60907,    1.82022, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_397_B63634-1B0,    23.9804,     6.00,     4.00,    5.34285,    2.03995, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_397_B63634-1B1,    23.9804,     6.00,     4.00,    5.34285,    2.03995, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_397_B63634-1B2,    23.9804,     6.00,     4.00,    5.34285,    2.03995, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_397_B63634-1B3,    23.9804,     6.00,     4.00,    5.34285,    2.03995, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_397_B63634-1B4,    23.9804,     6.00,     4.00,    5.34285,    2.03995, 1, 1, 1, 0.24 
Line.S_MDV201_15008ELB-1B0,    44.2424,    11.06,     7.37,    9.50412,     3.6269, 1, 1, 1, 0.24 
Line.S_MDV201_15008ELB-1B1,    44.2424,    11.06,     7.37,    9.50412,     3.6269, 1, 1, 1, 0.24 
Line.S_MDV201_15008ELB-1B2,    44.2424,    11.06,     7.37,    9.50412,     3.6269, 1, 1, 1, 0.24 
Line.S_MDV201_HN_1_278_C89797-1C0,    14.1177,     3.53,     2.35,    3.15853,    1.24758, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_927_A74424-1A0,    35.6653,     8.92,     5.94,    7.71307,     3.2031, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_927_A74424-1A1,    35.6653,     8.92,     5.94,    7.71307,     3.2031, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_927_A74424-1A2,    35.6653,     8.92,     5.94,    7.71307,     3.2031, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_927_A74424-1A3,    35.6653,     8.92,     5.94,    7.71307,     3.2031, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_675_A56750-1A0,    27.0178,     6.75,     4.50,    5.84018,    2.42597, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_675_A56750-1A1,    27.0178,     6.75,     4.50,    5.84018,    2.42597, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_675_A56750-1A2,    27.0178,     6.75,     4.50,    5.84018,    2.42597, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_675_A56750-1A3,    27.0178,     6.75,     4.50,    5.84018,    2.42597, 1, 1, 1, 0.24 
Line.S_MDV201_C_1_140_ABC69477-1B0,    2.66111,     0.67,     0.44,   0.590169,   0.225436, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_868_C833-1C0,    24.9622,     6.24,     4.16,    5.54776,    2.19067, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_868_C833-1C1,    24.9622,     6.24,     4.16,    5.54776,    2.19067, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_868_C833-1C2,    24.9622,     6.24,     4.16,    5.54776,    2.19067, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_720_C14849-1C0,      22.09,     5.52,     3.68,    4.94131,    1.95135, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_720_C14849-1C1,      22.09,     5.52,     3.68,    4.94131,    1.95135, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_720_C14849-1C2,      22.09,     5.52,     3.68,    4.94131,    1.95135, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_720_C14849-1C3,      22.09,     5.52,     3.68,    4.94131,    1.95135, 1, 1, 1, 0.24 
Line.S_MDV201_HN_21032_B62295-1B0,     19.414,     4.85,     3.24,    4.29559,    1.64026, 1, 1, 1, 0.24 
Line.S_MDV201_8076ELB-1A0,    21.5963,     5.40,     3.60,    4.70046,    1.95288, 1, 1, 1, 0.24 
Line.S_MDV201_8076ELB-1A1,    21.5963,     5.40,     3.60,    4.70046,    1.95288, 1, 1, 1, 0.24 
Line.S_MDV201_8076ELB-1A2,    21.5963,     5.40,     3.60,    4.70046,    1.95288, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_155_B39757-1B0,    29.4683,     7.37,     4.91,    6.45464,     2.4641, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_155_B39757-1B1,    29.4683,     7.37,     4.91,    6.45464,     2.4641, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_155_B39757-1B2,    29.4683,     7.37,     4.91,    6.45464,     2.4641, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_922_A56784-1A0,    46.9191,    11.73,     7.82,     10.155,    4.21572, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_922_A56784-1A1,    46.9191,    11.73,     7.82,     10.155,    4.21572, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_859_B94734-1B0,     15.549,     3.89,     2.59,     3.4082,    1.30152, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_859_B94734-1B1,     15.549,     3.89,     2.59,     3.4082,    1.30152, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_712_A63678-1A0,    18.2234,     4.56,     3.04,     4.0243,    1.67215, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_712_A63678-1A1,    18.2234,     4.56,     3.04,     4.0243,    1.67215, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_712_A63678-1A2,    18.2234,     4.56,     3.04,     4.0243,    1.67215, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_712_A63678-1A3,    18.2234,     4.56,     3.04,     4.0243,    1.67215, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_250_ABC801-1A0,    29.9875,     7.50,     5.00,    6.59825,    2.74067, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_250_ABC801-1A1,    29.9875,     7.50,     5.00,    6.59825,    2.74067, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_398_C1017351-1C0,    36.2274,     9.06,     6.04,    7.95753,    3.14127, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_520_A8092-1A0,    27.2494,     6.81,     4.54,    5.96753,    2.47889, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_520_A8092-1A1,    27.2494,     6.81,     4.54,    5.96753,    2.47889, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_729_C74452-1C0,    14.3144,     3.58,     2.39,    3.15964,      1.248, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_729_C74452-1C1,    14.3144,     3.58,     2.39,    3.15964,      1.248, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_132_A1010739-1A0,     38.976,     9.74,     6.50,    8.57653,     3.5614, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_730_C74449-1C0,    20.3919,     5.10,     3.40,    4.46105,    1.76174, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_730_C74449-1C1,    20.3919,     5.10,     3.40,    4.46105,    1.76174, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_730_C74449-1C2,    20.3919,     5.10,     3.40,    4.46105,    1.76174, 1, 1, 1, 0.24 
Line.S_MDV201_8089ELB-1A0,    28.9671,     7.24,     4.83,    6.31497,    2.62306, 1, 1, 1, 0.24 
Line.S_MDV201_8089ELB-1A1,    28.9671,     7.24,     4.83,    6.31497,    2.62306, 1, 1, 1, 0.24 
Line.S_MDV201_8089ELB-1A2,    28.9671,     7.24,     4.83,    6.31497,    2.62306, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_968_A63713-1A0,    21.7271,     5.43,     3.62,    4.78826,    1.98937, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_968_A63713-1A1,    21.7271,     5.43,     3.62,    4.78826,    1.98937, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_968_A63713-1A2,    21.7271,     5.43,     3.62,    4.78826,    1.98937, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_968_A63713-1A3,    21.7271,     5.43,     3.62,    4.78826,    1.98937, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_852_B39588-1B0,    24.4283,     6.11,     4.07,    5.30548,    2.02562, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_852_B39588-1B1,    24.4283,     6.11,     4.07,    5.30548,    2.02562, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_852_B39588-1B2,    24.4283,     6.11,     4.07,    5.30548,    2.02562, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_706_C52532-1C0,    30.6185,     7.65,     5.10,    6.84835,    2.70386, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_706_C52532-1C1,    30.6185,     7.65,     5.10,    6.84835,    2.70386, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_286_ABC8178-1A0,    21.4933,     5.37,     3.58,    4.76035,     1.9778, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_286_ABC8178-1A1,    21.4933,     5.37,     3.58,    4.76035,     1.9778, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_478_C8115-1C0,     15.128,     3.78,     2.52,    3.40185,    1.34365, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_478_C8115-1C1,     15.128,     3.78,     2.52,    3.40185,    1.34365, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_114_ABC58441-1B0,    17.8464,     4.46,     2.97,      3.922,    1.49765, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_461_B58421-1B0,    18.5015,     4.63,     3.08,    4.13445,    1.57877, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_479_C8116-1C0,    9.52232,     2.38,     1.59,    2.14383,   0.846886, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_479_C8116-1C1,    9.52232,     2.38,     1.59,    2.14383,   0.846886, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_479_C8116-1C2,    9.52232,     2.38,     1.59,    2.14383,   0.846886, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_479_C8116-1C3,    9.52232,     2.38,     1.59,    2.14383,   0.846886, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_795_B88661-1B0,    9.23646,     2.31,     1.54,    2.06199,   0.787553, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_795_B88661-1B1,    9.23646,     2.31,     1.54,    2.06199,   0.787553, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_795_B88661-1B2,    9.23646,     2.31,     1.54,    2.06199,   0.787553, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_795_B88661-1B3,    9.23646,     2.31,     1.54,    2.06199,   0.787553, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_961_B39761-1B0,    22.6526,     5.66,     3.78,    4.86154,    1.85618, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_961_B39761-1B1,    22.6526,     5.66,     3.78,    4.86154,    1.85618, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_961_B39761-1B2,    22.6526,     5.66,     3.78,    4.86154,    1.85618, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_961_B39761-1B3,    22.6526,     5.66,     3.78,    4.86154,    1.85618, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_846_B69620-1B0,     14.723,     3.68,     2.45,    3.22976,     1.2334, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_846_B69620-1B1,     14.723,     3.68,     2.45,    3.22976,     1.2334, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_678_C62304-1C0,    30.8084,     7.70,     5.13,    6.79259,    2.68179, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_678_C62304-1C1,    30.8084,     7.70,     5.13,    6.79259,    2.68179, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_678_C62304-1C2,    30.8084,     7.70,     5.13,    6.79259,    2.68179, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_123_C28299-1C0,    12.7408,     3.19,     2.12,    2.87496,    1.13561, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_425_B813-1B0,    29.3209,     7.33,     4.89,    6.52378,    2.49054, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_425_B813-1B1,    29.3209,     7.33,     4.89,    6.52378,    2.49054, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_425_B813-1B2,    29.3209,     7.33,     4.89,    6.52378,    2.49054, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_276_B8195-1B0,     15.031,     3.76,     2.51,    3.25977,    1.24484, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_276_B8195-1B1,     15.031,     3.76,     2.51,    3.25977,    1.24484, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_226_B8207-1B0,     24.423,     6.11,     4.07,    5.29386,    2.02118, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_952_C8189-1C0,    30.7813,     7.70,     5.13,    6.73692,     2.6598, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_952_C8189-1C1,    30.7813,     7.70,     5.13,    6.73692,     2.6598, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_952_C8189-1C2,    30.7813,     7.70,     5.13,    6.73692,     2.6598, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_840_B52518-1B0,    22.9162,     5.73,     3.82,      4.994,    1.90677, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_840_B52518-1B1,    22.9162,     5.73,     3.82,      4.994,    1.90677, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_840_B52518-1B2,    22.9162,     5.73,     3.82,      4.994,    1.90677, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_672_C62308-1C0,     34.477,     8.62,     5.75,     7.4247,    2.93099, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_672_C62308-1C1,     34.477,     8.62,     5.75,     7.4247,    2.93099, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_672_C62308-1C2,     34.477,     8.62,     5.75,     7.4247,    2.93099, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_672_C62308-1C3,     34.477,     8.62,     5.75,     7.4247,    2.93099, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_672_C62308-1C4,     34.477,     8.62,     5.75,     7.4247,    2.93099, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_126_C63704-1C0,    15.6754,     3.92,     2.61,    3.53939,    1.39796, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_719_ABC67893-1C0,    13.8962,     3.47,     2.32,    3.08448,    1.21833, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_946_C8179-1C0,    30.9688,     7.74,     5.16,     6.8213,    2.69311, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_946_C8179-1C1,    30.9688,     7.74,     5.16,     6.8213,    2.69311, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_834_B39617-1B0,    23.9351,     5.98,     3.99,    5.28515,    2.01791, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_834_B39617-1B1,    23.9351,     5.98,     3.99,    5.28515,    2.01791, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_666_C62312-1C0,    25.7983,     6.45,     4.30,    5.72244,    2.25959, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_666_C62312-1C1,    25.7983,     6.45,     4.30,    5.72244,    2.25959, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_666_C62312-1C2,    25.7983,     6.45,     4.30,    5.72244,    2.25959, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_524_C858-1C0,    40.4239,    10.11,     6.74,    8.96979,    3.54052, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_524_C858-1C1,    40.4239,    10.11,     6.74,    8.96979,    3.54052, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_158_B14994-1B0,    9.99809,     2.50,     1.67,    2.19594,   0.838689, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_390_B63640-1B0,    23.0262,     5.76,     3.84,    5.14302,     1.9637, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_390_B63640-1B1,    23.0262,     5.76,     3.84,    5.14302,     1.9637, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_390_B63640-1B2,    23.0262,     5.76,     3.84,    5.14302,     1.9637, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_281_B1023341-1B0,    14.0683,     3.52,     2.34,    3.14408,    1.20071, 1, 1, 1, 0.24 
Line.S_MDV201_DA_8_281_B1023341-1B1,    14.0683,     3.52,     2.34,    3.14408,    1.20071, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_094_ABC51012-1B0,     46.795,    11.70,     7.80,    10.4527,    3.98887, 1, 1, 1, 0.24 
